Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score
16,93,6,56,2,4,67
23,91,6,89,3,3,73
25,92,5,85,1,1,71
25,88,8,63,2,3,71
27,70,6,99,2,2,68
24,94,7,70,1,1,70
22,96,10,84,1,3,71
26,68,8,96,1,2,69
20,65,7,58,3,4,63
15,99,8,94,2,3,71
19,95,9,85,2,3,69
16,96,5,58,2,5,71
16,95,6,83,2,3,68
19,82,7,94,1,3,68
15,86,6,90,0,3,66
18,82,7,88,3,3,67
9,62,5,58,0,5,59
21,90,8,60,1,2,66
20,80,6,77,0,3,64
15,86,7,79,1,3,64
24,80,7,97,0,4,69
26,80,8,73,1,3,69
10,67,4,65,3,3,61
15,71,8,60,0,3,62
15,66,7,53,2,3,61
14,68,8,53,1,2,63
25,99,5,79,2,4,71
19,66,8,59,1,2,65
18,71,9,93,1,4,68
8,84,7,80,1,4,67
24,84,6,93,2,1,70
13,66,6,71,3,3,64
20,92,8,80,0,3,71
22,91,8,76,2,3,71
28,69,8,99,0,3,67
12,72,7,90,0,3,63
2,98,7,80,2,1,66
21,93,7,80,3,1,70
31,88,6,62,2,4,70
27,63,8,87,3,3,67
21,77,7,99,3,3,69
17,82,9,56,3,2,66
25,67,9,82,1,3,67
14,78,7,76,0,2,65
23,84,8,93,1,3,72
23,73,6,50,1,3,68
26,91,7,57,3,3,72
37,94,8,52,1,3,76
22,73,5,58,4,3,65
17,94,8,85,1,4,68
20,64,6,57,3,4,65
9,94,6,81,0,3,66
16,66,6,93,7,2,63
18,63,7,52,2,3,63
17,86,5,51,2,2,66
21,79,8,99,2,4,69
15,96,7,84,3,1,72
27,75,10,57,3,3,66
20,71,7,65,2,4,64
20,80,8,99,0,3,67
18,78,6,61,1,5,67
21,74,5,88,1,1,66
25,88,8,62,2,2,68
15,90,5,70,0,2,65
16,94,8,94,2,3,71
18,99,10,51,1,4,71
12,71,8,65,1,2,62
15,89,8,74,2,2,69
17,76,7,81,4,2,65
25,87,6,51,3,3,70
22,79,7,71,2,2,66
21,100,6,67,0,3,70
25,89,5,51,2,2,70
19,98,7,68,1,4,69
22,93,9,97,2,3,71
19,96,5,64,1,3,69
22,93,9,79,2,2,73
17,78,9,65,1,4,65
5,70,8,55,3,3,62
19,75,8,64,2,5,67
29,61,7,74,1,3,65
26,81,7,65,1,3,65
26,80,6,81,0,2,70
27,81,7,97,1,2,70
21,99,7,53,0,4,71
21,96,10,86,1,3,71
16,66,8,50,1,4,62
18,75,7,50,4,2,65
24,77,7,57,3,2,84
27,74,6,74,2,2,68
19,92,6,52,3,1,70
17,81,8,86,1,3,68
20,83,6,51,2,4,67
24,94,6,75,1,4,69
11,92,6,84,2,1,68
6,65,6,62,3,1,59
17,89,9,79,0,2,67
13,77,7,63,0,1,63
17,72,7,61,1,4,65
19,62,7,91,1,3,63
17,79,7,67,1,3,64
29,74,6,91,3,4,72
22,70,5,61,1,3,63
22,88,9,68,2,2,66
24,91,8,55,0,2,67
13,70,8,75,1,2,66
26,62,8,69,2,3,66
20,94,10,50,1,4,68
24,60,6,73,1,5,66
14,97,5,54,3,2,68
11,85,8,92,2,4,65
25,73,5,75,0,2,67
22,70,7,85,0,3,64
15,60,7,91,0,2,59
15,69,8,53,0,3,60
27,66,6,67,1,4,65
13,84,9,51,0,4,64
30,67,6,52,1,1,66
15,81,8,52,0,2,65
24,84,6,74,2,2,69
18,72,8,73,0,4,66
24,61,5,53,1,5,65
17,61,7,63,1,4,62
19,61,9,62,2,2,60
20,90,7,65,4,4,68
14,73,9,82,1,3,64
24,92,7,85,0,3,73
17,77,6,67,1,1,64
19,78,7,89,2,4,69
14,81,8,71,1,3,63
5,89,4,76,2,3,65
19,71,8,57,2,4,65
34,65,6,62,0,3,67
25,82,5,86,0,4,67
20,73,8,99,1,3,66
18,78,9,85,1,2,68
20,86,7,53,1,2,65
23,80,5,57,1,4,66
13,85,6,72,2,1,66
27,82,6,87,2,2,69
24,90,7,58,2,2,70
24,88,7,88,2,2,71
23,81,8,78,4,3,70
20,87,8,89,2,3,68
24,95,8,78,2,2,73
24,77,8,80,1,2,68
18,77,7,62,2,4,66
17,91,10,86,1,3,67
21,83,8,92,2,4,66
29,63,8,94,0,2,69
13,96,10,51,1,3,67
11,61,7,81,5,4,61
21,90,6,99,2,3,70
20,90,9,79,2,2,70
21,98,9,59,3,3,70
21,62,7,94,1,3,64
19,84,10,63,0,3,65
29,77,7,52,5,4,70
10,73,8,72,1,2,62
15,64,9,55,1,3,64
19,83,7,56,1,3,67
10,79,8,73,1,4,63
19,64,9,81,0,3,62
30,84,6,95,2,2,72
20,90,6,85,3,2,69
21,91,9,92,5,2,72
12,96,7,71,2,2,68
16,76,6,66,1,3,64
18,98,7,80,3,1,72
18,95,8,85,2,3,73
28,72,5,78,5,2,67
23,66,8,63,0,4,64
13,77,8,68,3,3,65
21,76,9,72,1,3,67
23,83,7,51,3,2,68
27,83,9,94,2,2,72
29,90,7,76,1,3,71
14,80,7,88,1,3,66
15,64,7,59,0,3,59
12,94,10,78,1,2,68
19,72,5,96,3,2,64
23,99,8,61,2,3,70
26,65,7,67,4,3,65
20,98,7,69,2,2,72
18,64,8,69,3,3,66
21,69,9,80,2,5,68
15,62,8,70,1,3,62
33,88,9,84,1,3,70
10,94,7,74,3,3,70
21,77,7,58,0,3,64
32,97,5,97,1,5,76
20,84,10,62,1,2,67
19,85,7,78,2,3,69
18,94,7,53,4,3,68
19,72,8,96,1,2,67
28,74,9,96,0,3,69
7,96,6,68,2,1,67
29,96,9,56,0,4,73
11,99,7,88,4,3,71
18,96,9,63,4,3,70
17,65,6,85,1,3,65
24,93,8,96,0,1,73
10,76,7,80,1,4,65
23,100,5,93,4,3,73
32,79,5,61,0,3,70
12,82,6,96,0,4,66
21,81,8,61,3,5,66
16,73,4,61,4,5,64
23,63,8,94,2,5,68
20,96,7,78,1,2,70
16,92,4,90,6,3,72
23,66,6,90,2,3,66
31,91,6,82,2,3,74
19,85,7,59,0,4,67
24,76,9,85,2,2,71
12,70,9,53,2,2,60
14,94,6,60,3,3,68
23,88,6,82,0,3,69
29,82,5,95,2,3,74
22,84,6,89,2,3,71
18,64,6,67,0,4,63
20,79,7,91,2,4,66
12,68,7,98,1,4,65
24,68,6,67,0,3,60
25,86,6,59,3,3,69
17,96,6,60,1,3,69
17,76,6,70,2,4,67
22,68,9,53,1,2,65
17,86,8,74,1,4,70
20,95,8,87,0,3,71
33,90,9,77,3,6,73
19,95,8,99,0,2,70
18,81,9,73,1,2,67
16,90,8,51,1,5,67
24,66,7,74,0,2,65
19,74,6,96,2,3,69
16,76,6,55,1,1,65
28,80,8,61,1,3,68
29,97,7,86,0,3,74
16,95,5,65,0,3,68
9,65,4,88,1,3,61
26,67,10,71,3,3,67
16,74,6,90,1,4,66
25,72,6,78,8,4,69
8,85,9,54,1,3,62
25,96,5,69,0,4,71
13,98,8,67,1,4,71
24,86,10,91,0,4,72
20,94,10,81,1,5,69
14,81,6,89,6,3,67
18,68,7,69,1,4,63
24,81,6,85,1,4,68
21,82,7,53,0,2,69
24,90,9,52,0,3,65
32,69,5,64,0,3,70
11,75,8,89,2,4,65
30,75,7,77,0,2,67
21,98,9,70,0,1,72
15,78,9,95,1,3,69
12,90,6,75,2,3,69
19,90,7,81,4,4,71
26,71,8,99,1,3,67
19,83,8,76,3,3,65
29,96,4,89,2,2,70
11,79,8,71,1,2,63
20,98,9,52,0,3,71
12,69,7,92,1,3,64
22,63,8,97,5,3,69
25,96,9,72,0,3,69
17,94,7,75,1,3,70
4,100,8,71,2,4,64
21,87,7,100,1,3,70
23,97,7,95,0,4,74
22,93,6,52,1,3,69
27,94,7,89,3,2,73
14,83,10,80,1,3,66
24,75,6,51,1,3,67
27,97,8,72,6,2,76
9,77,7,57,2,3,61
22,82,9,94,0,4,68
17,78,9,51,1,3,63
20,83,6,94,1,2,67
22,79,6,97,3,3,66
17,62,6,54,2,3,62
16,95,6,86,0,3,69
20,78,6,77,3,3,67
13,84,8,98,2,2,66
13,66,6,90,2,3,63
24,60,6,85,1,2,64
13,70,6,96,2,5,64
24,88,8,58,1,3,67
23,64,7,69,4,3,66
10,96,7,92,1,1,68
16,69,6,55,1,1,62
27,68,5,97,1,4,68
14,67,9,87,1,3,63
17,61,7,72,1,2,62
23,91,10,67,2,2,72
25,95,8,57,4,3,69
18,85,10,55,3,3,67
16,68,8,71,1,3,65
29,71,7,92,1,3,69
30,79,6,77,1,2,72
26,98,6,73,2,3,70
21,70,9,66,1,4,91
15,89,7,58,2,3,65
15,78,8,100,0,3,62
23,72,8,51,2,3,65
23,78,8,66,1,1,67
28,63,6,88,4,4,67
24,92,9,76,2,2,72
11,70,7,66,1,3,60
26,89,7,100,0,3,69
14,63,8,81,0,5,61
18,98,7,65,1,4,70
22,68,4,92,2,3,68
32,95,9,58,2,4,75
39,92,9,73,1,4,75
24,99,4,92,2,3,72
19,79,5,99,1,4,66
23,89,10,69,5,4,71
25,75,7,57,4,5,70
18,67,7,78,2,3,63
31,78,6,97,0,3,72
21,67,5,83,1,5,65
23,99,7,80,3,2,71
24,64,8,65,0,3,65
23,84,7,80,1,3,69
25,85,8,94,3,3,71
16,82,10,69,2,4,68
17,86,6,62,2,4,66
13,65,7,74,0,2,60
23,82,9,69,0,3,68
25,71,6,73,1,4,67
23,98,7,55,3,4,71
30,90,10,67,2,6,74
20,99,6,91,2,4,70
24,62,9,70,2,2,63
13,71,7,98,0,3,64
18,68,10,85,3,3,66
24,60,5,68,0,3,64
25,70,7,63,1,3,69
18,87,5,84,2,4,71
20,69,6,65,1,2,64
11,80,6,96,1,3,65
18,96,7,56,2,1,69
25,88,5,51,1,1,68
23,76,7,61,3,4,68
23,75,8,80,0,4,68
20,78,5,92,1,3,65
20,67,6,59,1,4,65
16,85,10,79,1,3,66
24,75,7,57,0,1,66
23,94,4,78,2,4,71
23,90,5,51,0,1,68
17,84,7,78,0,5,65
7,75,7,76,0,4,63
27,68,6,52,1,5,66
17,91,10,84,7,4,71
15,79,10,79,2,4,65
24,69,7,81,3,4,68
18,68,8,76,2,3,66
26,67,8,86,2,2,64
24,91,9,76,1,4,70
24,69,6,96,4,4,70
12,81,10,97,1,5,66
27,78,7,86,3,2,70
22,83,8,96,2,0,71
18,95,7,96,2,4,70
21,95,7,63,1,4,70
9,78,7,100,2,2,66
22,61,5,63,1,3,64
14,77,4,51,5,3,66
12,84,7,98,1,3,68
11,82,6,61,2,2,61
27,86,8,79,2,4,72
16,66,8,99,1,3,66
29,86,7,52,1,3,68
17,67,9,63,1,4,61
10,90,7,80,0,5,67
13,74,5,88,3,3,66
27,88,7,90,3,4,74
19,62,9,94,0,4,66
17,76,4,58,4,2,67
21,88,7,69,4,3,71
23,69,8,86,0,4,66
27,92,10,86,0,3,71
29,85,9,65,4,4,72
18,84,7,65,2,3,66
12,74,8,66,1,2,62
18,79,4,95,1,2,66
22,84,5,95,2,3,69
14,79,8,51,0,4,64
14,88,7,66,4,3,69
22,77,7,70,2,4,69
20,68,7,99,0,2,64
20,69,7,97,3,3,68
15,60,7,81,4,2,63
19,72,5,52,1,2,64
14,90,7,60,2,4,69
25,92,5,72,1,4,71
26,68,6,98,2,3,67
9,98,9,55,3,2,67
14,80,7,90,2,2,66
11,97,8,60,0,3,67
16,88,7,75,2,4,68
19,89,6,88,1,2,69
11,63,5,85,0,4,62
14,69,6,89,2,5,66
14,60,7,91,1,3,63
21,89,8,65,2,3,67
20,74,7,68,3,4,68
16,91,8,91,2,2,66
21,74,5,52,3,1,66
17,93,8,76,0,3,67
18,65,5,96,1,2,66
30,67,8,94,1,2,69
28,74,8,90,2,3,72
12,76,4,51,0,1,60
25,74,8,94,0,4,68
25,91,8,96,3,3,72
13,64,9,83,1,4,64
25,74,6,65,0,1,65
29,93,7,74,3,3,76
13,63,8,88,0,2,59
14,98,8,91,0,4,67
26,99,8,67,4,4,73
22,64,6,66,1,4,64
23,72,8,87,3,3,67
22,75,8,84,3,3,69
22,91,7,76,1,3,69
12,84,6,71,2,3,67
26,86,6,83,2,4,72
27,90,9,52,2,2,86
19,65,8,54,0,3,62
20,93,7,79,1,3,69
11,88,7,61,2,3,68
23,83,4,89,1,3,99
23,96,7,89,1,3,70
20,88,5,85,2,3,68
27,68,7,95,0,4,67
18,77,9,57,1,2,66
23,80,6,63,0,2,66
14,62,7,63,2,2,62
20,98,8,89,3,2,72
19,65,7,76,0,3,64
21,88,6,63,1,3,68
18,80,7,57,2,3,66
19,61,8,95,4,3,68
25,97,7,85,3,1,75
17,94,7,76,3,3,67
10,81,9,98,2,2,65
30,69,8,92,2,3,68
28,65,5,59,2,5,67
12,75,8,75,1,2,63
24,70,8,74,2,3,67
17,80,5,92,0,4,67
22,99,4,57,2,3,73
22,83,5,73,0,3,67
19,96,7,82,1,4,71
15,86,9,97,2,4,67
16,79,6,95,0,5,68
15,94,8,77,1,1,68
15,79,4,80,1,4,66
20,95,7,93,0,2,68
16,72,6,87,2,4,63
24,65,10,94,2,2,68
29,94,4,95,1,5,74
17,83,7,92,3,2,65
21,96,4,50,1,2,69
23,98,6,66,1,1,70
23,62,4,70,3,2,65
20,80,10,84,1,4,68
24,75,6,65,0,5,65
23,85,7,66,0,2,68
13,92,7,70,4,3,68
25,71,5,98,0,1,66
25,82,9,72,0,0,70
15,88,8,57,1,2,66
20,65,8,50,0,5,64
24,93,5,62,1,1,70
19,84,9,97,1,3,68
26,98,9,98,4,2,74
34,74,7,76,2,2,71
15,64,8,82,0,3,61
12,80,7,90,3,3,64
22,63,5,53,2,1,64
24,99,7,69,0,3,73
19,62,6,82,0,3,62
29,90,7,95,0,2,71
12,81,9,86,2,2,68
24,75,5,68,2,2,67
16,63,6,95,1,4,63
30,85,6,83,2,3,71
32,83,6,92,1,3,72
15,71,6,69,3,3,66
17,96,7,50,1,4,67
25,72,8,58,0,4,66
18,78,8,96,4,4,68
20,82,7,52,0,3,64
20,64,8,80,1,3,65
8,97,10,70,0,1,66
20,75,7,71,1,4,69
16,63,9,70,2,5,64
17,75,8,53,1,3,65
29,84,10,56,3,4,72
12,81,8,53,1,3,65
25,88,6,53,2,4,70
18,62,7,54,2,3,64
18,71,7,85,1,2,62
25,93,8,56,0,3,69
22,63,6,63,1,2,62
23,94,9,83,2,2,69
26,64,7,56,3,3,66
18,93,8,96,2,2,71
16,74,7,74,4,3,66
13,84,7,98,0,4,64
15,66,7,60,2,3,63
38,63,8,52,1,3,69
27,69,10,80,1,4,68
12,65,4,66,0,2,63
12,72,8,79,1,3,64
23,81,7,74,0,0,66
23,84,7,73,1,4,71
23,92,4,93,0,4,72
18,86,8,60,2,1,88
19,84,7,75,1,2,66
22,76,6,71,0,2,65
21,79,7,84,2,3,66
7,77,7,53,4,2,62
19,94,4,76,4,3,68
15,69,7,74,2,5,65
21,60,8,99,0,3,62
38,86,6,88,1,4,74
22,68,7,58,0,3,64
18,96,7,75,2,2,72
26,94,9,89,0,3,70
23,63,7,76,2,1,65
23,64,8,68,3,3,66
24,80,7,69,0,3,67
32,84,10,68,1,5,73
13,71,6,51,4,4,65
23,89,6,87,4,3,74
14,84,7,81,0,2,66
23,73,6,63,1,3,67
14,61,5,82,0,0,58
17,90,8,65,2,3,71
18,69,4,62,1,3,63
26,93,6,87,1,3,73
26,77,5,90,1,2,68
13,83,7,81,4,5,66
20,95,4,89,3,3,68
16,95,8,68,2,4,66
12,75,8,54,1,3,62
19,68,5,80,0,3,78
18,91,7,63,1,4,68
35,77,8,89,5,4,77
23,68,8,68,1,2,65
12,96,5,84,3,4,73
17,68,5,78,4,2,64
26,61,9,91,0,4,67
33,61,6,92,1,4,69
10,85,6,53,1,3,60
9,86,8,65,0,3,66
31,72,5,94,2,2,70
22,73,7,70,2,3,66
15,74,8,76,1,4,64
23,87,5,59,1,4,70
4,62,6,78,3,2,58
20,97,5,63,0,3,69
22,69,6,91,0,1,64
26,100,9,60,2,4,72
14,67,9,68,1,3,60
21,91,7,55,2,3,70
14,69,8,79,1,1,62
22,63,8,97,1,3,66
15,95,6,59,0,5,66
18,94,7,51,1,3,65
14,76,5,71,1,3,64
24,88,6,87,1,3,72
25,82,7,99,3,2,71
19,94,5,53,1,3,68
20,73,5,89,2,5,68
11,81,6,68,2,3,64
18,79,9,58,3,3,65
20,74,9,60,1,3,64
36,96,7,96,1,3,75
13,67,8,90,2,2,61
29,66,6,66,0,3,68
26,83,4,97,2,4,70
22,86,6,55,5,3,71
31,68,7,66,0,3,66
22,76,7,83,0,1,66
22,98,7,100,0,3,70
20,70,7,73,0,5,62
27,87,6,91,4,4,72
27,90,8,96,0,4,72
16,78,5,50,2,2,63
12,98,8,64,5,5,69
19,89,6,55,0,2,68
15,78,10,89,0,3,67
20,83,7,78,3,2,71
27,88,6,55,2,5,67
17,84,6,71,0,4,62
20,95,6,76,0,4,69
20,74,8,85,2,0,67
25,72,7,89,2,3,71
7,69,8,54,1,2,87
16,62,8,74,2,3,62
21,62,7,58,2,1,64
27,95,8,88,3,2,74
17,87,9,83,0,2,69
9,86,8,86,1,1,65
24,85,7,54,2,3,66
16,94,8,76,3,4,70
13,79,5,92,3,3,68
16,95,10,86,4,2,70
19,74,8,93,1,3,68
16,97,8,60,0,3,69
7,88,7,64,2,4,66
25,70,4,72,0,4,65
28,83,7,76,1,3,71
24,81,7,63,1,3,66
13,66,6,69,2,4,61
19,84,6,84,3,2,69
20,73,6,82,1,3,65
24,62,8,56,0,2,63
24,98,9,99,2,2,73
16,86,7,78,1,4,68
20,95,6,74,1,4,70
23,87,6,98,3,3,72
29,74,7,57,3,2,68
24,81,7,77,0,3,68
25,87,8,90,1,4,71
21,98,6,70,1,3,68
28,70,8,87,3,3,70
22,95,8,95,2,4,70
15,97,6,63,2,3,69
28,87,4,62,2,4,73
24,97,6,68,1,4,72
17,76,9,71,0,3,67
17,98,4,56,2,3,69
22,88,9,62,1,3,68
23,62,4,94,0,3,64
21,96,6,78,2,3,71
22,79,6,63,1,4,68
30,78,10,97,1,2,70
26,83,7,89,3,3,72
21,66,7,68,2,1,65
26,79,6,88,1,3,70
14,93,8,80,2,4,69
22,61,6,84,0,2,64
31,71,7,66,3,1,67
19,60,6,60,1,2,65
15,77,8,63,0,1,62
16,89,8,54,2,2,68
13,92,6,74,2,2,68
15,98,6,70,1,3,68
18,84,6,50,4,3,68
12,70,7,93,1,4,62
20,97,8,84,4,5,72
25,91,7,72,1,3,69
15,83,4,98,3,3,68
29,88,8,97,4,3,71
23,97,5,55,0,3,69
26,88,6,81,1,2,71
16,75,7,91,2,5,65
25,89,7,59,1,4,68
13,62,8,56,1,4,60
25,75,6,63,3,4,68
21,76,6,64,1,4,66
23,67,7,98,4,3,66
13,61,8,89,4,4,62
15,65,8,53,2,3,61
24,86,7,89,2,3,69
14,92,9,58,1,2,69
23,100,9,68,4,3,74
12,74,8,66,1,4,62
25,84,5,64,0,3,67
13,97,8,65,1,2,69
23,67,7,88,1,4,66
24,89,6,63,2,3,72
16,90,6,90,2,3,69
23,64,7,55,0,4,65
22,94,6,80,0,2,72
17,93,7,93,2,4,69
14,61,7,54,3,2,60
8,64,7,82,0,1,61
22,62,8,76,1,3,63
11,73,7,67,3,5,63
21,80,6,55,1,3,68
18,81,4,84,1,4,68
24,71,8,65,1,2,65
18,96,7,67,1,2,71
18,75,7,86,1,3,64
24,62,9,97,1,2,65
22,72,5,67,2,4,67
22,81,7,87,0,2,67
23,76,6,98,1,3,67
11,71,8,55,1,3,87
25,65,4,76,1,1,67
24,93,8,51,4,2,72
14,100,8,91,0,3,69
19,73,6,64,1,3,65
20,75,7,67,1,4,66
19,85,6,84,3,3,70
22,89,8,89,0,3,71
29,76,8,70,1,4,67
26,96,5,83,0,2,72
12,82,5,98,0,1,63
24,78,9,94,0,4,67
28,86,10,85,6,2,72
22,98,8,97,1,1,72
27,92,8,94,1,4,70
32,62,7,86,0,2,67
26,73,7,96,0,3,68
21,79,8,91,1,3,67
26,73,7,75,3,5,70
21,88,9,75,1,2,67
20,93,7,50,1,4,71
18,89,7,52,1,3,69
29,100,7,87,3,5,74
15,71,7,78,0,3,63
29,95,9,88,0,2,72
23,91,7,97,2,3,71
12,74,7,73,1,5,64
22,89,7,54,1,3,69
7,64,6,81,2,3,62
24,92,5,55,1,4,69
25,81,9,81,2,3,68
16,72,9,76,6,3,67
21,86,9,86,2,3,71
32,86,5,68,1,4,70
17,68,9,57,2,3,63
14,61,10,62,0,4,60
29,77,9,84,0,3,69
32,83,9,74,3,3,71
20,95,8,77,1,2,69
26,97,6,66,2,1,73
28,81,8,92,1,3,73
16,90,5,100,1,3,68
17,78,6,66,2,4,67
27,90,7,86,2,3,74
30,68,7,59,3,3,68
23,75,8,87,1,2,69
15,85,4,72,4,4,69
32,61,7,80,0,4,68
17,89,8,62,1,1,66
18,93,8,93,3,3,69
22,76,8,59,1,2,66
29,78,7,96,5,4,72
25,94,6,53,1,3,69
22,91,8,64,1,3,68
23,72,7,78,1,3,66
20,73,8,93,1,4,65
23,87,8,79,2,2,71
5,83,7,61,2,4,61
18,66,6,93,1,3,63
21,72,9,80,1,3,66
13,96,8,62,0,2,69
22,88,10,78,0,2,71
19,99,8,84,0,4,73
31,91,8,84,2,2,72
29,98,5,86,2,4,73
17,69,7,95,1,2,65
19,91,7,91,1,3,71
20,61,8,80,1,3,65
17,87,8,52,1,5,67
21,79,8,87,1,2,69
15,74,10,99,0,3,63
13,94,6,65,2,2,68
24,94,8,80,1,4,70
24,61,8,88,1,4,64
15,84,10,82,1,2,64
25,75,8,96,1,0,68
16,77,8,74,0,2,65
22,93,8,77,0,1,70
25,72,8,52,0,2,66
20,98,9,95,1,2,70
23,67,6,63,3,3,66
17,87,6,99,2,2,69
19,87,10,60,2,3,69
19,70,4,63,1,3,64
16,73,7,74,1,3,64
19,93,7,83,1,3,69
11,90,7,72,3,3,67
17,73,9,68,2,3,63
18,81,8,77,1,3,67
18,62,6,98,3,1,65
19,68,6,98,2,1,64
20,79,7,66,3,3,68
23,63,9,84,0,3,64
25,94,7,86,2,4,70
16,89,7,83,0,4,70
13,98,6,56,1,3,67
14,88,8,77,2,3,69
17,98,7,88,2,4,70
18,82,6,60,5,3,69
15,84,9,67,1,3,65
12,99,10,60,0,1,66
17,86,7,94,2,3,70
21,61,7,93,1,5,63
24,89,5,58,3,3,69
17,96,8,88,4,4,74
18,92,8,68,2,3,70
14,83,7,84,1,3,66
20,87,6,75,0,3,68
15,100,10,74,2,5,67
23,64,8,94,2,5,66
9,87,6,82,0,3,65
18,71,8,62,3,2,66
22,86,7,56,1,4,69
21,84,7,97,2,4,67
36,66,8,58,1,3,69
22,68,4,87,2,3,66
14,85,4,75,2,1,64
19,65,9,57,1,2,61
9,71,7,89,0,2,61
20,93,6,95,1,4,70
15,73,5,56,1,2,65
25,80,7,53,1,3,67
17,98,7,92,0,0,69
19,69,9,75,2,5,63
16,76,8,84,1,4,66
30,84,7,72,3,2,73
18,90,8,71,0,3,68
31,96,9,65,0,2,74
25,97,8,78,0,3,70
23,91,8,58,0,2,68
22,69,7,86,1,4,67
22,61,6,77,1,4,65
8,75,5,92,5,4,66
18,66,5,96,0,5,64
25,88,8,95,1,4,72
20,86,8,80,2,2,70
12,62,9,66,1,2,60
20,93,8,68,1,3,68
30,70,9,83,1,2,71
27,77,7,86,1,3,68
20,87,8,58,2,2,67
26,77,5,100,1,5,70
18,78,7,55,0,3,65
10,63,4,80,0,3,60
14,76,7,77,2,4,65
29,91,9,80,0,4,70
18,97,7,77,4,4,69
19,77,8,53,1,3,64
18,77,7,100,2,3,67
31,88,6,99,2,3,73
30,98,7,76,1,3,74
33,71,9,60,0,4,67
19,78,8,59,2,1,66
22,92,6,53,4,4,69
11,84,5,81,1,3,64
29,64,7,74,0,2,69
13,85,6,71,1,3,66
21,67,7,76,1,2,65
13,80,5,94,1,3,67
16,81,9,54,3,3,67
15,95,7,77,0,3,68
16,78,7,85,4,2,65
17,71,6,99,4,3,66
17,69,7,87,2,3,65
25,95,7,77,0,3,71
13,67,6,88,0,3,63
21,77,7,100,2,4,70
27,67,9,94,0,2,70
17,91,4,54,3,4,67
16,79,7,79,2,2,68
19,74,6,89,0,2,63
27,74,9,84,3,3,70
21,94,7,71,1,2,69
17,82,5,66,1,3,66
23,89,7,81,2,2,70
13,96,8,71,1,3,68
24,96,10,70,0,4,70
22,73,4,92,0,4,67
18,98,5,66,0,0,69
15,61,9,82,2,2,64
15,75,5,94,1,3,62
23,96,7,81,1,2,71
27,71,6,75,2,4,69
16,71,6,52,0,1,62
23,72,7,84,0,4,66
7,84,7,100,3,4,64
16,78,9,90,3,3,66
20,89,9,82,2,3,72
15,96,8,73,3,3,71
14,87,7,61,0,3,65
16,68,7,85,1,2,65
22,97,8,59,1,3,70
19,71,9,94,1,4,68
7,66,8,68,0,2,57
7,64,9,70,4,4,59
16,83,6,61,0,4,64
23,65,9,74,2,3,67
4,66,8,84,2,3,60
17,72,6,65,3,2,67
17,71,7,85,2,2,65
28,84,7,81,1,3,71
18,93,7,69,0,2,67
22,90,7,66,0,1,69
21,70,5,93,1,3,68
7,70,6,51,0,1,59
25,99,7,86,3,3,75
21,60,6,71,0,4,59
23,95,6,86,0,3,71
44,68,9,75,3,2,71
7,98,7,54,0,2,66
30,74,10,99,1,2,69
18,78,7,54,4,4,65
22,88,9,58,3,2,68
20,84,7,71,5,2,68
17,73,6,97,1,3,67
17,82,7,65,1,5,68
22,89,9,78,0,3,68
11,62,7,76,3,3,88
25,60,8,67,1,2,66
18,78,7,85,3,2,67
13,65,7,75,2,4,63
17,87,7,79,3,4,68
28,69,6,61,2,1,65
17,77,7,96,1,3,67
22,68,8,56,3,1,67
16,82,7,85,1,4,67
25,65,7,94,1,3,64
24,61,8,54,1,2,61
31,62,7,51,2,1,65
19,98,7,67,1,4,70
24,66,8,89,0,2,67
21,88,7,86,1,2,68
28,63,7,91,1,1,65
16,64,8,70,3,3,63
24,80,7,100,1,3,72
19,79,7,68,2,1,68
20,98,7,90,2,4,73
21,98,7,68,0,3,71
22,91,5,61,3,2,70
19,84,7,67,0,3,68
21,78,10,60,3,5,68
29,74,6,56,2,3,68
26,98,6,68,1,1,71
25,84,10,57,4,2,70
17,83,6,75,2,3,67
15,69,9,52,0,3,61
26,62,7,72,1,3,64
25,98,7,98,1,4,72
29,73,7,68,1,4,67
16,78,8,57,1,3,65
19,65,5,65,1,6,64
10,93,7,90,0,2,66
18,61,6,66,1,2,62
26,93,4,69,2,3,70
17,66,9,89,1,4,64
24,95,4,63,3,3,70
19,89,10,74,1,2,66
22,67,8,53,0,3,62
13,83,5,59,4,2,63
21,73,9,60,2,3,66
2,67,6,73,1,2,58
19,94,6,91,1,3,70
10,76,4,68,1,6,63
27,76,6,69,0,1,70
25,67,6,65,1,3,65
23,75,8,66,5,3,67
29,95,9,70,1,2,73
14,75,5,95,0,3,82
30,98,7,51,0,2,71
26,98,4,81,1,4,73
19,66,7,94,1,4,65
27,67,10,71,1,3,67
13,95,4,83,1,4,67
15,76,5,79,4,4,69
16,60,8,67,0,3,61
17,71,8,57,3,4,64
14,84,6,61,1,2,64
27,92,9,53,2,2,68
18,65,6,88,1,1,62
22,64,10,77,5,3,66
17,97,8,89,1,4,70
9,90,9,65,3,3,67
22,84,8,90,2,2,70
9,91,8,65,0,4,65
20,77,8,56,1,4,65
12,90,9,77,3,3,70
32,75,7,97,1,3,72
25,70,6,71,0,2,65
21,89,7,76,1,2,71
28,77,6,73,3,3,71
15,99,6,73,1,5,72
23,74,9,61,0,4,64
21,97,8,71,2,1,72
22,97,8,75,1,4,71
28,70,9,87,0,3,66
24,92,8,57,3,3,71
22,77,10,79,2,2,67
